id_experimento,MH,funcion,fitness,tiempoEjecucion,paramMH,display_name,rule_set,num_labels,category,optimo,optimum_group,optimum_group_label,gap_abs
1520,PSO_FCS:O1:5:I1:R7,F11,95.10782757007455,27.211,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,95.10782757007455
1521,PSO_FCS:O1:5:I1:R7,F11,82.47484657636085,28.441,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,82.47484657636085
1522,PSO_FCS:O1:5:I1:R7,F11,95.18440396865876,27.986,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,95.18440396865876
1523,PSO_FCS:O1:5:I1:R7,F11,132.14046028530066,28.864,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,132.14046028530066
1524,PSO_FCS:O1:5:I1:R7,F11,83.47671205404997,29.491,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,83.47671205404997
1525,PSO_FCS:O1:5:I1:R7,F11,125.50790957945564,28.054,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,125.50790957945564
1526,PSO_FCS:O1:5:I1:R7,F11,83.81097855305111,29.598,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,83.81097855305111
1527,PSO_FCS:O1:5:I1:R7,F11,124.27289808630574,28.088,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,124.27289808630574
1528,PSO_FCS:O1:5:I1:R7,F11,105.3704572705229,27.825,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,105.3704572705229
1529,PSO_FCS:O1:5:I1:R7,F11,116.22674993501808,26.463,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,116.22674993501808
1530,PSO_FCS:O1:5:I1:R7,F11,97.39293587568926,25.903,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,97.39293587568926
1531,PSO_FCS:O1:5:I1:R7,F11,119.48440834176766,25.958,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,119.48440834176766
1532,PSO_FCS:O1:5:I1:R7,F11,110.50661938256086,25.456,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,110.50661938256086
1533,PSO_FCS:O1:5:I1:R7,F11,109.67098166653335,25.62,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,109.67098166653335
1534,PSO_FCS:O1:5:I1:R7,F11,127.73602773101084,25.911,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,127.73602773101084
1535,PSO_FCS:O1:5:I1:R7,F11,123.21442984796187,27.031,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,123.21442984796187
1536,PSO_FCS:O1:5:I1:R7,F11,84.88904627128254,27.455,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,84.88904627128254
1537,PSO_FCS:O1:5:I1:R7,F11,91.3299715634921,27.432,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,91.3299715634921
1538,PSO_FCS:O1:5:I1:R7,F11,141.96980365062603,27.676,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,141.96980365062603
1539,PSO_FCS:O1:5:I1:R7,F11,91.31990408694871,27.334,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,91.31990408694871
1540,PSO_FCS:O1:5:I1:R7,F11,88.50146170114962,26.71,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,88.50146170114962
1541,PSO_FCS:O1:5:I1:R7,F11,84.65873861130252,25.646,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,84.65873861130252
1542,PSO_FCS:O1:5:I1:R7,F11,99.17380584496419,25.107,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,99.17380584496419
1543,PSO_FCS:O1:5:I1:R7,F11,103.5279551476025,25.191,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,103.5279551476025
1544,PSO_FCS:O1:5:I1:R7,F11,157.06379409132805,25.253,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,157.06379409132805
1545,PSO_FCS:O1:5:I1:R7,F11,141.1425623564841,25.363,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,141.1425623564841
1546,PSO_FCS:O1:5:I1:R7,F11,138.22325144080568,25.514,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,138.22325144080568
1547,PSO_FCS:O1:5:I1:R7,F11,95.90507227540958,25.448,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,95.90507227540958
1548,PSO_FCS:O1:5:I1:R7,F11,109.58921352953735,26.633,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,109.58921352953735
1549,PSO_FCS:O1:5:I1:R7,F11,137.8897314118508,26.231,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,137.8897314118508
1550,PSO_FCS:O1:5:I1:R7,F11,122.67862812610272,26.226,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R7,wMin:0.1,wMax:0.9",R7-5L,R7,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,122.67862812610272
1551,PSO_FCS:O1:5:I1:R8,F11,3.3019585274214407,26.325,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.3019585274214407
1552,PSO_FCS:O1:5:I1:R8,F11,4.014244396793289,26.076,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,4.014244396793289
1553,PSO_FCS:O1:5:I1:R8,F11,3.1303001528565213,26.533,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.1303001528565213
1554,PSO_FCS:O1:5:I1:R8,F11,3.257297790048688,25.315,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.257297790048688
1555,PSO_FCS:O1:5:I1:R8,F11,4.824103854382769,25.521,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,4.824103854382769
1556,PSO_FCS:O1:5:I1:R8,F11,2.7829147347770418,25.123,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.7829147347770418
1557,PSO_FCS:O1:5:I1:R8,F11,2.598853479796333,25.248,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.598853479796333
1558,PSO_FCS:O1:5:I1:R8,F11,2.6532226814916364,25.776,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.6532226814916364
1559,PSO_FCS:O1:5:I1:R8,F11,3.204339469544534,25.374,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.204339469544534
1560,PSO_FCS:O1:5:I1:R8,F11,3.6296470242079564,25.807,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.6296470242079564
1561,PSO_FCS:O1:5:I1:R8,F11,2.79387810401929,25.928,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.79387810401929
1562,PSO_FCS:O1:5:I1:R8,F11,4.446077555265941,26.011,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,4.446077555265941
1563,PSO_FCS:O1:5:I1:R8,F11,2.9821784024869853,27.245,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.9821784024869853
1564,PSO_FCS:O1:5:I1:R8,F11,2.762157181988706,27.468,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.762157181988706
1565,PSO_FCS:O1:5:I1:R8,F11,2.7043064591316845,27.043,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.7043064591316845
1566,PSO_FCS:O1:5:I1:R8,F11,2.978566440848347,26.293,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.978566440848347
1567,PSO_FCS:O1:5:I1:R8,F11,3.3802290667117862,26.368,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.3802290667117862
1568,PSO_FCS:O1:5:I1:R8,F11,3.5530753747826194,25.871,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.5530753747826194
1569,PSO_FCS:O1:5:I1:R8,F11,2.6247809727697033,25.283,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.6247809727697033
1570,PSO_FCS:O1:5:I1:R8,F11,2.8659839176022945,25.093,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.8659839176022945
1571,PSO_FCS:O1:5:I1:R8,F11,3.352586179439134,25.382,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.352586179439134
1572,PSO_FCS:O1:5:I1:R8,F11,3.4345943280915385,25.19,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.4345943280915385
1573,PSO_FCS:O1:5:I1:R8,F11,3.774589957690784,25.491,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.774589957690784
1574,PSO_FCS:O1:5:I1:R8,F11,3.747975379980503,25.543,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.747975379980503
1575,PSO_FCS:O1:5:I1:R8,F11,2.7807828116910236,26.066,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.7807828116910236
1576,PSO_FCS:O1:5:I1:R8,F11,2.7027582323398214,26.142,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,2.7027582323398214
1577,PSO_FCS:O1:5:I1:R8,F11,3.606391015690463,26.256,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.606391015690463
1578,PSO_FCS:O1:5:I1:R8,F11,3.689808321352401,27.654,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.689808321352401
1579,PSO_FCS:O1:5:I1:R8,F11,3.1946167594778,27.669,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.1946167594778
1580,PSO_FCS:O1:5:I1:R8,F11,3.5978211073188326,27.753,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.5978211073188326
1581,PSO_FCS:O1:5:I1:R8,F11,3.099031891213625,27.398,"iter:1000,pop:20,w_set:O1,num_labels:5,input_set:I1,rule_set:R8,wMin:0.1,wMax:0.9",R8-5L,R8,5.0,Multimodal,0.0,optimum_zero,Optimum = 0,3.099031891213625
1582,PSO,F21,-2.630471668410894,8.882,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1583,PSO,F21,-5.055197728932868,8.543,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,5.0980019501253615
1584,PSO,F21,-10.153199679058229,8.045,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1585,PSO,F21,-2.630471668410894,8.066,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1586,PSO,F21,-2.630471668410894,8.178,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1587,PSO,F21,-10.153199679058229,8.107,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1588,PSO,F21,-2.630471668410894,8.031,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1589,PSO,F21,-2.68286039569314,8.164,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1590,PSO,F21,-2.68286039569314,8.324,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1591,PSO,F21,-2.68286039569314,8.148,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1592,PSO,F21,-10.15319967905823,8.163,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1593,PSO,F21,-10.15319967905823,8.333,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1594,PSO,F21,-10.153199679058229,8.358,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1595,PSO,F21,-10.15319967905823,8.471,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1596,PSO,F21,-2.68286039569314,8.278,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1597,PSO,F21,-2.68286039569314,8.18,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1598,PSO,F21,-2.6304716684108937,8.279,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647335
1599,PSO,F21,-10.15319967905823,8.665,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1600,PSO,F21,-2.68286039569314,8.688,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1601,PSO,F21,-2.68286039569314,8.712,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1602,PSO,F21,-2.630471668410894,8.572,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1603,PSO,F21,-2.68286039569314,8.509,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1604,PSO,F21,-2.68286039569314,8.509,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1605,PSO,F21,-10.153199679058229,8.516,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1606,PSO,F21,-10.15319967905823,8.542,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1607,PSO,F21,-2.630471668410894,8.496,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1608,PSO,F21,-2.630471668410894,8.511,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1609,PSO,F21,-2.68286039569314,8.44,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1610,PSO,F21,-2.630471668410894,8.732,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1611,PSO,F21,-10.15319967905823,8.602,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1612,PSO,F21,-10.153199679058229,8.292,"iter:1000,pop:20",PSO-STD,,,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1613,PSO_FCS:O1:3:I1:R1,F21,-10.153199679058229,9.186,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1614,PSO_FCS:O1:3:I1:R1,F21,-5.055197728932868,9.103,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,5.0980019501253615
1615,PSO_FCS:O1:3:I1:R1,F21,-10.153199679058229,9.003,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1616,PSO_FCS:O1:3:I1:R1,F21,-5.100772140331989,8.961,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,5.05242753872624
1617,PSO_FCS:O1:3:I1:R1,F21,-10.153199679058229,9.053,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1618,PSO_FCS:O1:3:I1:R1,F21,-2.630471668410894,8.934,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647334
1619,PSO_FCS:O1:3:I1:R1,F21,-10.153199679058229,8.964,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,0.0
1620,PSO_FCS:O1:3:I1:R1,F21,-2.68286039569314,9.022,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1621,PSO_FCS:O1:3:I1:R1,F21,-10.15319967905823,9.02,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1622,PSO_FCS:O1:3:I1:R1,F21,-10.15319967905823,9.093,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1623,PSO_FCS:O1:3:I1:R1,F21,-10.15319967905823,9.261,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,1.7763568394002505e-15
1624,PSO_FCS:O1:3:I1:R1,F21,-2.6304716684108937,9.051,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647335
1625,PSO_FCS:O1:3:I1:R1,F21,-2.68286039569314,8.947,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
1626,PSO_FCS:O1:3:I1:R1,F21,-5.100772140331989,8.99,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,5.05242753872624
1627,PSO_FCS:O1:3:I1:R1,F21,-2.6304716684108937,9.022,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.522728010647335
1628,PSO_FCS:O1:3:I1:R1,F21,-2.68286039569314,9.029,"iter:1000,pop:20,w_set:O1,num_labels:3,input_set:I1,rule_set:R1,wMin:0.1,wMax:0.9",R1-3L,R1,3.0,Fixed-dim,-10.153199679058229,optimum_nonzero,Optimum != 0,7.470339283365089
