Diversity,Progress,w_set_A,w_set_B,w_set_C,w_set_D,Activated_Rules
0.26,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.26,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.26,0.74,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.26,0.76,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.26,0.78,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.26,0.80,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.26,0.82,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.26,0.84,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.26,0.86,0.2371,0.2370,0.3000,0.2200,low AND late -> low (0.700)
0.26,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.26,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.26,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.26,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.26,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
0.26,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100)
0.26,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001)
0.28,0.00,0.5000,0.5000,0.5000,0.4200,low AND early -> medium (0.001)
0.28,0.02,0.5000,0.5000,0.5000,0.4239,low AND early -> medium (0.100)
0.28,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200)
0.28,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300)
0.28,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400)
0.28,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500)
0.28,0.12,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.14,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.16,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.18,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.20,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.22,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.24,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.26,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.28,0.5000,0.5000,0.5000,0.4406,low AND early -> medium (0.600)
0.28,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | low AND mid -> low (0.001)
0.28,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100)
0.28,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200)
0.28,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200)
0.28,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100)
0.28,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001)
0.28,0.42,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.44,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.46,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.48,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.50,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.52,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.54,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.56,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.58,0.2423,0.2394,0.3000,0.2200,low AND mid -> low (0.600)
0.28,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND late -> low (0.001)
0.28,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100)
0.28,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200)
0.28,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200)
0.28,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100)
0.28,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.28,0.72,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.74,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.76,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.78,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.80,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.82,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.84,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.86,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.88,0.2423,0.2394,0.3000,0.2200,low AND late -> low (0.600)
0.28,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500)
0.28,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400)
0.28,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300)
0.28,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200)
0.28,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100)
0.28,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001)
0.30,0.00,0.5000,0.5000,0.5000,0.4200,low AND early -> medium (0.001) | medium AND early -> high (0.001)
0.30,0.02,0.5000,0.5000,0.5000,0.4239,low AND early -> medium (0.100) | medium AND early -> high (0.001)
0.30,0.04,0.5000,0.5000,0.5000,0.4277,low AND early -> medium (0.200) | medium AND early -> high (0.001)
0.30,0.06,0.5000,0.5000,0.5000,0.4313,low AND early -> medium (0.300) | medium AND early -> high (0.001)
0.30,0.08,0.5000,0.5000,0.5000,0.4347,low AND early -> medium (0.400) | medium AND early -> high (0.001)
0.30,0.10,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.12,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.14,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.16,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.18,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.20,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.22,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.24,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.26,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.28,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001)
0.30,0.30,0.5000,0.5000,0.5000,0.4378,low AND early -> medium (0.500) | medium AND early -> high (0.001) | low AND mid -> low (0.001) | medium AND mid -> medium (0.001)
0.30,0.32,0.4303,0.4315,0.4608,0.4004,low AND early -> medium (0.400) | low AND mid -> low (0.100) | medium AND early -> high (0.001) | medium AND mid -> medium (0.001)
0.30,0.34,0.3760,0.3796,0.4211,0.3622,low AND early -> medium (0.300) | low AND mid -> low (0.200) | medium AND early -> high (0.001) | medium AND mid -> medium (0.001)
0.30,0.36,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | low AND early -> medium (0.200) | medium AND early -> high (0.001) | medium AND mid -> medium (0.001)
0.30,0.38,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | low AND early -> medium (0.100) | medium AND early -> high (0.001) | medium AND mid -> medium (0.001)
0.30,0.40,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | low AND early -> medium (0.001) | medium AND early -> high (0.001) | medium AND mid -> medium (0.001)
0.30,0.42,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.44,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.46,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.48,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.50,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.52,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.54,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.56,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.58,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001)
0.30,0.60,0.2478,0.2422,0.3000,0.2200,low AND mid -> low (0.500) | medium AND mid -> medium (0.001) | low AND late -> low (0.001) | medium AND late -> low (0.001)
0.30,0.62,0.2537,0.2453,0.3000,0.2200,low AND mid -> low (0.400) | low AND late -> low (0.100) | medium AND mid -> medium (0.001) | medium AND late -> low (0.001)
0.30,0.64,0.2599,0.2487,0.3000,0.2200,low AND mid -> low (0.300) | low AND late -> low (0.200) | medium AND mid -> medium (0.001) | medium AND late -> low (0.001)
0.30,0.66,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | low AND mid -> low (0.200) | medium AND mid -> medium (0.001) | medium AND late -> low (0.001)
0.30,0.68,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | low AND mid -> low (0.100) | medium AND mid -> medium (0.001) | medium AND late -> low (0.001)
0.30,0.70,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.72,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.74,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.76,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.78,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.80,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.82,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.84,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.86,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.88,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.90,0.2478,0.2422,0.3000,0.2200,low AND late -> low (0.500) | medium AND late -> low (0.001)
0.30,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.001)
0.30,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.001)
0.30,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200) | medium AND late -> low (0.001)
0.30,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100) | medium AND late -> low (0.001)
0.30,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001) | medium AND late -> low (0.001)
0.32,0.00,0.6404,0.6400,0.6000,0.5804,low AND early -> medium (0.001) | medium AND early -> high (0.001)
0.32,0.02,0.6430,0.6410,0.6000,0.5860,low AND early -> medium (0.100) | medium AND early -> high (0.100)
0.32,0.04,0.6024,0.6007,0.5630,0.5394,low AND early -> medium (0.200) | medium AND early -> high (0.100)
0.32,0.06,0.5819,0.5804,0.5475,0.5185,low AND early -> medium (0.300) | medium AND early -> high (0.100)
0.32,0.08,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.10,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.12,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.14,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.16,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.18,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.20,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.22,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.24,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.26,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.28,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100)
0.32,0.30,0.5697,0.5685,0.5392,0.5076,low AND early -> medium (0.400) | medium AND early -> high (0.100) | low AND mid -> low (0.001) | medium AND mid -> medium (0.001)
0.32,0.32,0.5000,0.5000,0.5000,0.4727,low AND early -> medium (0.400) | medium AND early -> high (0.100) | low AND mid -> low (0.100) | medium AND mid -> medium (0.100)
0.32,0.34,0.4495,0.4527,0.4667,0.4443,low AND early -> medium (0.300) | low AND mid -> low (0.200) | medium AND early -> high (0.100) | medium AND mid -> medium (0.100)
0.32,0.36,0.4066,0.4132,0.4296,0.4167,low AND mid -> low (0.300) | low AND early -> medium (0.200) | medium AND early -> high (0.100) | medium AND mid -> medium (0.100)
0.32,0.38,0.3677,0.3766,0.3929,0.3884,low AND mid -> low (0.400) | low AND early -> medium (0.100) | medium AND early -> high (0.100) | medium AND mid -> medium (0.100)
0.32,0.40,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100) | low AND early -> medium (0.001) | medium AND early -> high (0.001)
0.32,0.42,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.44,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.46,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.48,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.50,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.52,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.54,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.56,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.58,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100)
0.32,0.60,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100) | low AND late -> low (0.001) | medium AND late -> low (0.001)
0.32,0.62,0.2872,0.2898,0.3392,0.2763,low AND mid -> low (0.400) | medium AND mid -> medium (0.100) | low AND late -> low (0.100) | medium AND late -> low (0.100)
0.32,0.64,0.3003,0.3015,0.3475,0.2866,low AND mid -> low (0.300) | low AND late -> low (0.200) | medium AND mid -> medium (0.100) | medium AND late -> low (0.100)
0.32,0.66,0.3003,0.3015,0.3475,0.2866,low AND late -> low (0.300) | low AND mid -> low (0.200) | medium AND mid -> medium (0.100) | medium AND late -> low (0.100)
0.32,0.68,0.2872,0.2898,0.3392,0.2763,low AND late -> low (0.400) | low AND mid -> low (0.100) | medium AND mid -> medium (0.100) | medium AND late -> low (0.100)
0.32,0.70,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.72,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.74,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.76,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.78,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.80,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.82,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.84,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.86,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.88,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.90,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.92,0.2537,0.2453,0.3000,0.2200,low AND late -> low (0.400) | medium AND late -> low (0.100)
0.32,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.100)
0.32,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200) | medium AND late -> low (0.100)
0.32,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100) | medium AND late -> low (0.100)
0.32,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001) | medium AND late -> low (0.001)
0.34,0.00,0.6404,0.6400,0.6000,0.5804,low AND early -> medium (0.001) | medium AND early -> high (0.001)
0.34,0.02,0.6430,0.6410,0.6000,0.5860,low AND early -> medium (0.100) | medium AND early -> high (0.100)
0.34,0.04,0.6460,0.6424,0.6000,0.5918,low AND early -> medium (0.200) | medium AND early -> high (0.200)
0.34,0.06,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.08,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.10,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.12,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.14,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.16,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.18,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.20,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.22,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.24,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.26,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.28,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200)
0.34,0.30,0.6240,0.6204,0.5789,0.5671,low AND early -> medium (0.300) | medium AND early -> high (0.200) | low AND mid -> low (0.001) | medium AND mid -> medium (0.001)
0.34,0.32,0.5505,0.5473,0.5333,0.5288,low AND early -> medium (0.300) | medium AND early -> high (0.200) | low AND mid -> low (0.100) | medium AND mid -> medium (0.100)
0.34,0.34,0.5000,0.5000,0.5000,0.4972,low AND early -> medium (0.300) | medium AND early -> high (0.200) | low AND mid -> low (0.200) | medium AND mid -> medium (0.200)
0.34,0.36,0.4609,0.4649,0.4670,0.4767,low AND mid -> low (0.300) | low AND early -> medium (0.200) | medium AND early -> high (0.200) | medium AND mid -> medium (0.200)
0.34,0.38,0.4066,0.4132,0.4296,0.4167,low AND mid -> low (0.300) | medium AND mid -> medium (0.200) | low AND early -> medium (0.100) | medium AND early -> high (0.100)
0.34,0.40,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200) | low AND early -> medium (0.001) | medium AND early -> high (0.001)
0.34,0.42,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.44,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.46,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.48,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.50,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.52,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.54,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.56,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.58,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200)
0.34,0.60,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200) | low AND late -> low (0.001) | medium AND late -> low (0.001)
0.34,0.62,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200) | low AND late -> low (0.100) | medium AND late -> low (0.100)
0.34,0.64,0.3299,0.3346,0.3789,0.3220,low AND mid -> low (0.300) | medium AND mid -> medium (0.200) | low AND late -> low (0.200) | medium AND late -> low (0.200)
0.34,0.66,0.3299,0.3346,0.3789,0.3220,low AND late -> low (0.300) | low AND mid -> low (0.200) | medium AND mid -> medium (0.200) | medium AND late -> low (0.200)
0.34,0.68,0.3003,0.3015,0.3475,0.2866,low AND late -> low (0.300) | medium AND late -> low (0.200) | low AND mid -> low (0.100) | medium AND mid -> medium (0.100)
0.34,0.70,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.72,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.74,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.76,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.78,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.80,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.82,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.84,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.86,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.88,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.90,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.92,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.94,0.2599,0.2487,0.3000,0.2200,low AND late -> low (0.300) | medium AND late -> low (0.200)
0.34,0.96,0.2664,0.2523,0.3000,0.2200,low AND late -> low (0.200) | medium AND late -> low (0.200)
0.34,0.98,0.2731,0.2561,0.3000,0.2200,low AND late -> low (0.100) | medium AND late -> low (0.100)
0.34,1.00,0.2796,0.2600,0.3000,0.2200,low AND late -> low (0.001) | medium AND late -> low (0.001)
0.36,0.00,0.6404,0.6400,0.6000,0.5804,low AND early -> medium (0.001) | medium AND early -> high (0.001)
0.36,0.02,0.6430,0.6410,0.6000,0.5860,low AND early -> medium (0.100) | medium AND early -> high (0.100)
0.36,0.04,0.6460,0.6424,0.6000,0.5918,low AND early -> medium (0.200) | medium AND early -> high (0.200)
0.36,0.06,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.08,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.10,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.12,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.14,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.16,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.18,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.20,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.22,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.24,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.26,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.28,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200)
0.36,0.30,0.6701,0.6654,0.6211,0.6213,medium AND early -> high (0.300) | low AND early -> medium (0.200) | low AND mid -> low (0.001) | medium AND mid -> medium (0.001)
0.36,0.32,0.5934,0.5868,0.5704,0.5803,medium AND early -> high (0.300) | low AND early -> medium (0.200) | low AND mid -> low (0.100) | medium AND mid -> medium (0.100)
0.36,0.34,0.5391,0.5351,0.5330,0.5458,medium AND early -> high (0.300) | low AND early -> medium (0.200) | low AND mid -> low (0.200) | medium AND mid -> medium (0.200)
0.36,0.36,0.5000,0.5000,0.5000,0.4972,medium AND mid -> medium (0.300) | low AND early -> medium (0.200) | medium AND early -> high (0.200) | low AND mid -> low (0.200)
0.36,0.38,0.4495,0.4527,0.4667,0.4443,medium AND mid -> medium (0.300) | low AND mid -> low (0.200) | low AND early -> medium (0.100) | medium AND early -> high (0.100)
0.36,0.40,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | low AND mid -> low (0.200) | low AND early -> medium (0.001) | medium AND early -> high (0.001)
0.36,0.42,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | low AND mid -> low (0.200)
0.36,0.44,0.3760,0.3796,0.4211,0.3622,medium AND mid -> medium (0.300) | low AND mid -> low (0.200)
