Diversity,Progress,w_set_A,w_set_B,w_set_C,w_set_D,Activated_Rules
0.74,0.68,0.3585,0.3595,0.3916,0.3833,high AND late -> low (0.400) | high AND mid -> high (0.100)
0.74,0.70,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.74,0.72,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.74,0.74,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.74,0.76,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.74,0.78,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.74,0.80,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.74,0.82,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.74,0.84,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.74,0.86,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.74,0.88,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.74,0.90,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.74,0.92,0.2537,0.2453,0.3000,0.2200,high AND late -> low (0.400)
0.74,0.94,0.2599,0.2487,0.3000,0.2200,high AND late -> low (0.300)
0.74,0.96,0.2664,0.2523,0.3000,0.2200,high AND late -> low (0.200)
0.74,0.98,0.2731,0.2561,0.3000,0.2200,high AND late -> low (0.100)
0.74,1.00,0.2796,0.2600,0.3000,0.2200,high AND late -> low (0.001)
0.76,0.00,0.7204,0.7400,0.7000,0.7004,high AND early -> high (0.001)
0.76,0.02,0.7269,0.7439,0.7000,0.7050,high AND early -> high (0.100)
0.76,0.04,0.7336,0.7477,0.7000,0.7098,high AND early -> high (0.200)
0.76,0.06,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300)
0.76,0.08,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400)
0.76,0.10,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500)
0.76,0.12,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.76,0.14,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.76,0.16,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.76,0.18,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.76,0.20,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.76,0.22,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.76,0.24,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.76,0.26,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.76,0.28,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.76,0.30,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500) | high AND mid -> high (0.001)
0.76,0.32,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400) | high AND mid -> high (0.100)
0.76,0.34,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300) | high AND mid -> high (0.200)
0.76,0.36,0.7401,0.7513,0.7000,0.7146,high AND mid -> high (0.300) | high AND early -> high (0.200)
0.76,0.38,0.7463,0.7547,0.7000,0.7193,high AND mid -> high (0.400) | high AND early -> high (0.100)
0.76,0.40,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND early -> high (0.001)
0.76,0.42,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.76,0.44,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.76,0.46,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.76,0.48,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.76,0.50,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.76,0.52,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.76,0.54,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.76,0.56,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.76,0.58,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.76,0.60,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND late -> low (0.001)
0.76,0.62,0.6415,0.6405,0.6084,0.6510,high AND mid -> high (0.400) | high AND late -> low (0.100)
0.76,0.64,0.5457,0.5448,0.5345,0.5760,high AND mid -> high (0.300) | high AND late -> low (0.200)
0.76,0.66,0.4543,0.4552,0.4655,0.4913,high AND late -> low (0.300) | high AND mid -> high (0.200)
0.76,0.68,0.3585,0.3595,0.3916,0.3833,high AND late -> low (0.400) | high AND mid -> high (0.100)
0.76,0.70,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.76,0.72,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.76,0.74,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.76,0.76,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.76,0.78,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.76,0.80,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.76,0.82,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.76,0.84,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.76,0.86,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.76,0.88,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.76,0.90,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.76,0.92,0.2537,0.2453,0.3000,0.2200,high AND late -> low (0.400)
0.76,0.94,0.2599,0.2487,0.3000,0.2200,high AND late -> low (0.300)
0.76,0.96,0.2664,0.2523,0.3000,0.2200,high AND late -> low (0.200)
0.76,0.98,0.2731,0.2561,0.3000,0.2200,high AND late -> low (0.100)
0.76,1.00,0.2796,0.2600,0.3000,0.2200,high AND late -> low (0.001)
0.78,0.00,0.7204,0.7400,0.7000,0.7004,high AND early -> high (0.001)
0.78,0.02,0.7269,0.7439,0.7000,0.7050,high AND early -> high (0.100)
0.78,0.04,0.7336,0.7477,0.7000,0.7098,high AND early -> high (0.200)
0.78,0.06,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300)
0.78,0.08,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400)
0.78,0.10,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500)
0.78,0.12,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.78,0.14,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.78,0.16,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.78,0.18,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.78,0.20,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.78,0.22,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.78,0.24,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.78,0.26,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.78,0.28,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.78,0.30,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500) | high AND mid -> high (0.001)
0.78,0.32,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400) | high AND mid -> high (0.100)
0.78,0.34,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300) | high AND mid -> high (0.200)
0.78,0.36,0.7401,0.7513,0.7000,0.7146,high AND mid -> high (0.300) | high AND early -> high (0.200)
0.78,0.38,0.7463,0.7547,0.7000,0.7193,high AND mid -> high (0.400) | high AND early -> high (0.100)
0.78,0.40,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND early -> high (0.001)
0.78,0.42,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.78,0.44,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.78,0.46,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.78,0.48,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.78,0.50,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.78,0.52,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.78,0.54,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.78,0.56,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.78,0.58,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.78,0.60,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND late -> low (0.001)
0.78,0.62,0.6415,0.6405,0.6084,0.6510,high AND mid -> high (0.400) | high AND late -> low (0.100)
0.78,0.64,0.5457,0.5448,0.5345,0.5760,high AND mid -> high (0.300) | high AND late -> low (0.200)
0.78,0.66,0.4543,0.4552,0.4655,0.4913,high AND late -> low (0.300) | high AND mid -> high (0.200)
0.78,0.68,0.3585,0.3595,0.3916,0.3833,high AND late -> low (0.400) | high AND mid -> high (0.100)
0.78,0.70,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.78,0.72,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.78,0.74,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.78,0.76,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.78,0.78,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.78,0.80,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.78,0.82,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.78,0.84,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.78,0.86,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.78,0.88,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.78,0.90,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.78,0.92,0.2537,0.2453,0.3000,0.2200,high AND late -> low (0.400)
0.78,0.94,0.2599,0.2487,0.3000,0.2200,high AND late -> low (0.300)
0.78,0.96,0.2664,0.2523,0.3000,0.2200,high AND late -> low (0.200)
0.78,0.98,0.2731,0.2561,0.3000,0.2200,high AND late -> low (0.100)
0.78,1.00,0.2796,0.2600,0.3000,0.2200,high AND late -> low (0.001)
0.80,0.00,0.7204,0.7400,0.7000,0.7004,high AND early -> high (0.001)
0.80,0.02,0.7269,0.7439,0.7000,0.7050,high AND early -> high (0.100)
0.80,0.04,0.7336,0.7477,0.7000,0.7098,high AND early -> high (0.200)
0.80,0.06,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300)
0.80,0.08,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400)
0.80,0.10,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500)
0.80,0.12,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.80,0.14,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.80,0.16,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.80,0.18,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.80,0.20,0.7752,0.7667,0.7000,0.7444,high AND early -> high (1.000)
0.80,0.22,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.80,0.24,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.80,0.26,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.80,0.28,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.80,0.30,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500) | high AND mid -> high (0.001)
0.80,0.32,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400) | high AND mid -> high (0.100)
0.80,0.34,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300) | high AND mid -> high (0.200)
0.80,0.36,0.7401,0.7513,0.7000,0.7146,high AND mid -> high (0.300) | high AND early -> high (0.200)
0.80,0.38,0.7463,0.7547,0.7000,0.7193,high AND mid -> high (0.400) | high AND early -> high (0.100)
0.80,0.40,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND early -> high (0.001)
0.80,0.42,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.80,0.44,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.80,0.46,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.80,0.48,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.80,0.50,0.7752,0.7667,0.7000,0.7444,high AND mid -> high (1.000)
0.80,0.52,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.80,0.54,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.80,0.56,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.80,0.58,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.80,0.60,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND late -> low (0.001)
0.80,0.62,0.6415,0.6405,0.6084,0.6510,high AND mid -> high (0.400) | high AND late -> low (0.100)
0.80,0.64,0.5457,0.5448,0.5345,0.5760,high AND mid -> high (0.300) | high AND late -> low (0.200)
0.80,0.66,0.4543,0.4552,0.4655,0.4913,high AND late -> low (0.300) | high AND mid -> high (0.200)
0.80,0.68,0.3585,0.3595,0.3916,0.3833,high AND late -> low (0.400) | high AND mid -> high (0.100)
0.80,0.70,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.80,0.72,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.80,0.74,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.80,0.76,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.80,0.78,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.80,0.80,0.2248,0.2333,0.3000,0.2200,high AND late -> low (1.000)
0.80,0.82,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.80,0.84,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.80,0.86,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.80,0.88,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.80,0.90,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.80,0.92,0.2537,0.2453,0.3000,0.2200,high AND late -> low (0.400)
0.80,0.94,0.2599,0.2487,0.3000,0.2200,high AND late -> low (0.300)
0.80,0.96,0.2664,0.2523,0.3000,0.2200,high AND late -> low (0.200)
0.80,0.98,0.2731,0.2561,0.3000,0.2200,high AND late -> low (0.100)
0.80,1.00,0.2796,0.2600,0.3000,0.2200,high AND late -> low (0.001)
0.82,0.00,0.7204,0.7400,0.7000,0.7004,high AND early -> high (0.001)
0.82,0.02,0.7269,0.7439,0.7000,0.7050,high AND early -> high (0.100)
0.82,0.04,0.7336,0.7477,0.7000,0.7098,high AND early -> high (0.200)
0.82,0.06,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300)
0.82,0.08,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400)
0.82,0.10,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500)
0.82,0.12,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.82,0.14,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.82,0.16,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.82,0.18,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.82,0.20,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.82,0.22,0.7717,0.7662,0.7000,0.7406,high AND early -> high (0.900)
0.82,0.24,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.82,0.26,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.82,0.28,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.82,0.30,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500) | high AND mid -> high (0.001)
0.82,0.32,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400) | high AND mid -> high (0.100)
0.82,0.34,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300) | high AND mid -> high (0.200)
0.82,0.36,0.7401,0.7513,0.7000,0.7146,high AND mid -> high (0.300) | high AND early -> high (0.200)
0.82,0.38,0.7463,0.7547,0.7000,0.7193,high AND mid -> high (0.400) | high AND early -> high (0.100)
0.82,0.40,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND early -> high (0.001)
0.82,0.42,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.82,0.44,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.82,0.46,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.82,0.48,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.82,0.50,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.82,0.52,0.7717,0.7662,0.7000,0.7406,high AND mid -> high (0.900)
0.82,0.54,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.82,0.56,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.82,0.58,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.82,0.60,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND late -> low (0.001)
0.82,0.62,0.6415,0.6405,0.6084,0.6510,high AND mid -> high (0.400) | high AND late -> low (0.100)
0.82,0.64,0.5457,0.5448,0.5345,0.5760,high AND mid -> high (0.300) | high AND late -> low (0.200)
0.82,0.66,0.4543,0.4552,0.4655,0.4913,high AND late -> low (0.300) | high AND mid -> high (0.200)
0.82,0.68,0.3585,0.3595,0.3916,0.3833,high AND late -> low (0.400) | high AND mid -> high (0.100)
0.82,0.70,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.82,0.72,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.82,0.74,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.82,0.76,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.82,0.78,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.82,0.80,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.82,0.82,0.2283,0.2338,0.3000,0.2200,high AND late -> low (0.900)
0.82,0.84,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.82,0.86,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.82,0.88,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.82,0.90,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.82,0.92,0.2537,0.2453,0.3000,0.2200,high AND late -> low (0.400)
0.82,0.94,0.2599,0.2487,0.3000,0.2200,high AND late -> low (0.300)
0.82,0.96,0.2664,0.2523,0.3000,0.2200,high AND late -> low (0.200)
0.82,0.98,0.2731,0.2561,0.3000,0.2200,high AND late -> low (0.100)
0.82,1.00,0.2796,0.2600,0.3000,0.2200,high AND late -> low (0.001)
0.84,0.00,0.7204,0.7400,0.7000,0.7004,high AND early -> high (0.001)
0.84,0.02,0.7269,0.7439,0.7000,0.7050,high AND early -> high (0.100)
0.84,0.04,0.7336,0.7477,0.7000,0.7098,high AND early -> high (0.200)
0.84,0.06,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300)
0.84,0.08,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400)
0.84,0.10,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500)
0.84,0.12,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.84,0.14,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.84,0.16,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.84,0.18,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.84,0.20,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.84,0.22,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.84,0.24,0.7676,0.7649,0.7000,0.7367,high AND early -> high (0.800)
0.84,0.26,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.84,0.28,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.84,0.30,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500) | high AND mid -> high (0.001)
0.84,0.32,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400) | high AND mid -> high (0.100)
0.84,0.34,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300) | high AND mid -> high (0.200)
0.84,0.36,0.7401,0.7513,0.7000,0.7146,high AND mid -> high (0.300) | high AND early -> high (0.200)
0.84,0.38,0.7463,0.7547,0.7000,0.7193,high AND mid -> high (0.400) | high AND early -> high (0.100)
0.84,0.40,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND early -> high (0.001)
0.84,0.42,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.84,0.44,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.84,0.46,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.84,0.48,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.84,0.50,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.84,0.52,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.84,0.54,0.7676,0.7649,0.7000,0.7367,high AND mid -> high (0.800)
0.84,0.56,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.84,0.58,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.84,0.60,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND late -> low (0.001)
0.84,0.62,0.6415,0.6405,0.6084,0.6510,high AND mid -> high (0.400) | high AND late -> low (0.100)
0.84,0.64,0.5457,0.5448,0.5345,0.5760,high AND mid -> high (0.300) | high AND late -> low (0.200)
0.84,0.66,0.4543,0.4552,0.4655,0.4913,high AND late -> low (0.300) | high AND mid -> high (0.200)
0.84,0.68,0.3585,0.3595,0.3916,0.3833,high AND late -> low (0.400) | high AND mid -> high (0.100)
0.84,0.70,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.84,0.72,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.84,0.74,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.84,0.76,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.84,0.78,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.84,0.80,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.84,0.82,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.84,0.84,0.2324,0.2351,0.3000,0.2200,high AND late -> low (0.800)
0.84,0.86,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.84,0.88,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.84,0.90,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.84,0.92,0.2537,0.2453,0.3000,0.2200,high AND late -> low (0.400)
0.84,0.94,0.2599,0.2487,0.3000,0.2200,high AND late -> low (0.300)
0.84,0.96,0.2664,0.2523,0.3000,0.2200,high AND late -> low (0.200)
0.84,0.98,0.2731,0.2561,0.3000,0.2200,high AND late -> low (0.100)
0.84,1.00,0.2796,0.2600,0.3000,0.2200,high AND late -> low (0.001)
0.86,0.00,0.7204,0.7400,0.7000,0.7004,high AND early -> high (0.001)
0.86,0.02,0.7269,0.7439,0.7000,0.7050,high AND early -> high (0.100)
0.86,0.04,0.7336,0.7477,0.7000,0.7098,high AND early -> high (0.200)
0.86,0.06,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300)
0.86,0.08,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400)
0.86,0.10,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500)
0.86,0.12,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.86,0.14,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.86,0.16,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.86,0.18,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.86,0.20,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.86,0.22,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.86,0.24,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.86,0.26,0.7629,0.7630,0.7000,0.7325,high AND early -> high (0.700)
0.86,0.28,0.7577,0.7606,0.7000,0.7282,high AND early -> high (0.600)
0.86,0.30,0.7522,0.7578,0.7000,0.7238,high AND early -> high (0.500) | high AND mid -> high (0.001)
0.86,0.32,0.7463,0.7547,0.7000,0.7193,high AND early -> high (0.400) | high AND mid -> high (0.100)
0.86,0.34,0.7401,0.7513,0.7000,0.7146,high AND early -> high (0.300) | high AND mid -> high (0.200)
0.86,0.36,0.7401,0.7513,0.7000,0.7146,high AND mid -> high (0.300) | high AND early -> high (0.200)
0.86,0.38,0.7463,0.7547,0.7000,0.7193,high AND mid -> high (0.400) | high AND early -> high (0.100)
0.86,0.40,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND early -> high (0.001)
0.86,0.42,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.86,0.44,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.86,0.46,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.86,0.48,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.86,0.50,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.86,0.52,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.86,0.54,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.86,0.56,0.7629,0.7630,0.7000,0.7325,high AND mid -> high (0.700)
0.86,0.58,0.7577,0.7606,0.7000,0.7282,high AND mid -> high (0.600)
0.86,0.60,0.7522,0.7578,0.7000,0.7238,high AND mid -> high (0.500) | high AND late -> low (0.001)
0.86,0.62,0.6415,0.6405,0.6084,0.6510,high AND mid -> high (0.400) | high AND late -> low (0.100)
0.86,0.64,0.5457,0.5448,0.5345,0.5760,high AND mid -> high (0.300) | high AND late -> low (0.200)
0.86,0.66,0.4543,0.4552,0.4655,0.4913,high AND late -> low (0.300) | high AND mid -> high (0.200)
0.86,0.68,0.3585,0.3595,0.3916,0.3833,high AND late -> low (0.400) | high AND mid -> high (0.100)
0.86,0.70,0.2478,0.2422,0.3000,0.2200,high AND late -> low (0.500)
0.86,0.72,0.2423,0.2394,0.3000,0.2200,high AND late -> low (0.600)
0.86,0.74,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.86,0.76,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.86,0.78,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.86,0.80,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.86,0.82,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.86,0.84,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
0.86,0.86,0.2371,0.2370,0.3000,0.2200,high AND late -> low (0.700)
